Name,Occurences
brush	146
fragmentary	146
spur	146
figures	145
petticoat	145
point	145
chasuble	144
handles	144
rug	144
strainer	144
window	144
kyathos	143
perneb	142
shell	142
akhenaten	141
candlesticks	141
reliefs	141
left	140
ladle	139
lappet	139
ojime	139
writing	139
banner	138
board	138
lentoid	138
one	138
bifacial	137
sutra	137
court	136
scribe	136
tureen	136
bed	135
disc	134
punt	134
queen	134
talatat	134
towel	134
boss	133
coffee	133
garment	133
olpe	132
pyxis	132
juglet	131
buckles	130
letter	130
violin	130
hunting	129
royal	128
sickle	128
spiral	128
spearhead	127
flower	126
out	126
aten	125
gold	125
harp	125
child	124
simple	124
embroidered	123
oil	123
stool	123
animal	122
hathor	122
mitts	122
amphoriskos	121
ceremonial	121
mereri	121
trumpet	121
valance	121
bangle	120
candelabrum	120
panels	120
seated	120
furnishing	119
right	119
celt	118
cushion	118
loop	118
riding	118
short	118
lekanis	117
playing	117
ribbed	117
god	116
magical	116
pendants	116
rectangular	116
sphinx	116
tantÂç	116
taweret	115
tobacco	115
upholstery	115
aryballos	114
barrel	114
desk	114
gauntlet	114
fruit	113
pistols	113
rim	113
anklet	112
baluster	112
materials	112
palette	112
section	112
cuff	111
daguerreotype	111
db·	111
escutcheon	111
ink	111
isis	111
military	111
porringer	111
decanter	110
handled	110
wrapper	110
carving	109
imperial	109
music	109
saltcellar	109
andiron	108
artist	108
cat	108
fichu	108
goddess	108
needle	108
prototype	108
red	108
floral	107
samples	107
srmt	107
transparency	107
antiphonary	106
elements	106
senwosret	106
west	106
boy	105
design	105
drawers	105
leg	105
neferu	105
piano	105
tube	105
clasp	104
end	104
kosode	104
bezel	103
casket	103
cuffs	103
defenses	103
heart	103
partisan	103
scrolls	103
tiles	103
ankh	102
censer	102
grave	102
ptah	102
cane	101
nightgown	101
tintype	101
uniform	101
untyped	101
winged	101
salver	100
stirrups	100
thoth	100
bracket	99
earflare	99
gorget	99
osiris	99
club	98
cord	98
overseer	98
tazza	98
warrior	98
clarinet	97
name	97
sash	97
tie	97
undersleeves	97
cowroid	96
denticulate	96
orphrey	96
chandelier	95
cobra	95
maatkare	95
baboon	94
cuirass	94
eros	94
harpoon	94
lime	94
sauce	94
askos	93
collage	93
djed	93
notched	93
sauceboat	93
scent	93
guitar	92
human	92
milk	92
morning	92
pocket	92
pulley	91
sleeves	91
ceiling	90
dirk	90
mortar	90
stirrup	89
teacup	89
insert	88
khety	88
bread	87
breastplate	87
cage	87
upper	87
clip	86
coverlet	86
fitting	86
sarong	86
brick	85
heddle	85
shaffron	85
inscription	84
kantharos	84
knob	84
lantern	84
pedestal	84
pieces	84
adze	83
attachment	83
body	83
knocker	83
menat	83
ointment	83
twin	83
uraeus	83
war	83
grapes	82
jumpsuit	82
tongs	82
elbow	81
execration	81
face	81
finger	81
katar	81
matchlock	81
mourning	81
painted	81
senenmut	81
cartouches	80
diptych	80
fire	80
paddle	80
spatula	80
headed	79
jade	79
scraper	79
star	79
transverse	79
headrest	78
sconce	78
bodice	77
crossbow	77
duck	77
gimp	77
heads	77
objects	77
striped	77
toilet	77
vases	77
ahmose	76
chain	76
frog	76
kimono	76
nefer	76
pattern	76
pillow	76
three	76
wakizashi	76
caster	75
four	75
measure	75
miquelet	75
pillar	75
ram	75
small	75
chariot	74
cow	74
pinhead	74
satyr	74
spacer	74
standard	74
tassels	74
calling	73
frontal	73
kerchief	73
lance	73
looking	73
mount	73
salad	73
stud	73
torso	73
contact	72
cruet	72
doll	72
fittings	72
pectoral	72
triptych	72
brigandine	71
broad	71
candelabra	71
projectile	71
sithathoryunet	71
turban	71
aigrette	70
chamber	70
emblem	70
geometric	70
katana	70
lower	70
pen	70
rod	70
sakhmet	70
tuning	70
appliqu„	69
canoe	69
compote	69
primer	69
squat	69
sun	69
armlet	68
bone	68
crescent	68
cylindrical	68
davies	68
decorated	68
gong	68
hinge	68
object	68
overdoor	68
stall	68
tiye	68
walking	68
console	67
herakles	67
house	67
oval	67
theatrical	67
aphrodite	66
bass	66
cornet	66
cravat	66
material	66
slip	66
truncated	66
combination	65
pole	65
punch	65
skyphoi	65
decoration	64
flagon	64
inkwell	64
irp	64
reed	64
stained	64
wreath	64
crest	63
dog	63
figured	63
gauntlets	63
girl	63
globe	63
plain	63
post	63
quiver	63
seals	63
tableware	63
wife	63
year	63
binding	62
cloche	62
cope	62
inlays	62
net	62
perhaps	62
scepter	62
drop	61
hippopotamus	61
holding	61
lyre	61
media	61
oxfords	61
poignard	61
situla	61
tangka	61
tweezers	61
based	60
cippus	60
hatchet	60
hood	60
inkstand	60
lappets	60
menpÂç	60
muslin	60
pharmacy	60
phiale	60
portable	60
reproduction	60
toque	60
fat	59
lace	59
passementerie	59
photomicrograph	59
rhyton	59
tenor	59
time	59
amulets	58
bridle	58
commode	58
cooler	58
headcloth	58
pelerine	58
rekhmire	58
sari	58
spurs	58
dance	57
knee	57
mules	57
pilaster	57
serving	57
soba	57
surface	57
terminal	57
cricket	56
crocodile	56
muff	56
percussion	56
socks	56
altarpiece	55
barbe	55
chessman	55
monkey	55
pajamas	55
rifle	55
albums	54
birds	54
bookbinding	54
cutting	54
egg	54
engraving	54
habit	54
harpokrates	54
headband	54
mat	54
miscellaneous	54
pan	54
sistrum	54
storage	54
strap	54
thigh	54
unfinished	54
„âtui	53
backed	53
mordant	53
pestle	53
player	53
snake	53
uninscribed	53
burgonet	52
cache	52
calf	52
candle	52
chous	52
guards	52
ice	52
kalpis	52
leaves	52
loom	52
menkheperre	52
mustard	52
plates	52
south	52
style	52
weaving	52
wig	52
wrap	52
arrows	51
blue	51
butter	51
forearm	51
high	51
jambiya	51
light	51
nefertiti	51
paperweight	51
penannular	51
senebtisi	51
antefix	50
daisy	50
marble	50
official	50
pitch	50
see	50
stemless	50
stylet	50
bandage	49
fly	49
hammer	49
newspaper	49
noh	49
patera	49
qenamun	49
screens	49
apries	48
chemise	48
clutch	48
gaming	48
hafted	48
hot	48
kabuto	48
reel	48
settee	48
sexe	48
support	48
tyrrhenian	48
brassiere	47
maat	47
napkin	47
tripod	47
bade	46
beachwear	46
beetle	46
chocolate	46
cornflower	46
egypt	46
kneeling	46
morion	46
nefertari	46
plateau	46
shovel	46
sketch	46
stove	46
suspenders	46
albarello	45
caftan	45
clay	45
couter	45
deity	45
front	45
heb	45
lingerie	45
overskirt	45
pantsuit	45
parts	45
prow	45
sed	45
setting	45
son	45
specimen	45
toe	45
token	45
vambrace	45
abacus	44
apostle	44
armet	44
armorial	44
composite	44
construction	44
corner	44
covers	44
dead	44
dessert	44
hatpin	44
hilted	44
sake	44
seti	44
umbel	44
weapon	44
autochrome	43
awl	43
bertha	43
boa	43
bullet	43
carinated	43
close	43
feather	43
feet	43
large	43
monochrome	43
moon	43
pier	43
rack	43
rosettes	43
scene	43
sofa	43
spirals	43
spout	43
tieback	43
umbrella	43
cake	42
cauldron	42
drawer	42
frontlet	42
hadra	42
marsh	42
millefiori	42
monument	42
oboe	42
ornamet	42
panathenaic	42
rest	42
service	42
spool	42
viola	42
alto	41
anubis	41
appointment	41
cannon	41
concave	41
correspondence	41
crucifix	41
footed	41
keyhole	41
ocarina	41
opera	41
saber	41
solidus	41
spanner	41
sundial	41
tablecloth	41
brocade	40
charger	40
corbel	40
dishes	40
hedgehog	40
lady	40
mantel	40
neglig„	40
openwork	40
petal	40
priming	40
sailor	40
shroud	40
whale	40
athletic	39
brass	39
cassone	39
cattle	39
chevron	39
conical	39
creamer	39
cups	39
diary	39
filter	39
fob	39
hexagonal	39
jackal	39
razor	39
sculptor	39
spoons	39
tall	39
trapping	39
baton	38
carrier	38
enamel	38
haremhab	38
katsina	38
poncho	38
pull	38
sallet	38
slides	38
stem	38
sweetmeat	38
apothecary	37
bastet	37
champagne	37
choker	37
flageolet	37
hollow	37
letters	37
peg	37
sashimono	37
smrt	37
topped	37
underskirt	37
aise	36
baby	36
coffer	36
drinking	36
fabric	36
fran„	36
kettle	36
mallet	36
panorama	36
pochette	36
stemmed	36
yoke	36
cessaire	35
chutes	35
cloak	35
emperor	35
handbell	35
ibex	35
magic	35
making	35
musical	35
padlock	35
parrying	35
plaques	35
raincoat	35
shade	35
zither	35
accessories	34
armband	34
cable	34
fraktur	34
ibis	34
lintel	34
loungewear	34
oyah	34
paste	34
prize	34
recumbent	34
round	34
sign	34
spontoon	34
teddy	34
underwear	34
white	34
apparel	33
backplate	33
bench	33
casing	33
celery	33
chatelaine	33
christening	33
delta	33
diadem	33
dice	33
dickey	33
goat	33
jardini„	33
kanemono	33
maidate	33
mitokoromono	33
organ	33
pad	33
page	33
pavement	33
playsuit	33
pounder	33
scale	33
seat	33
shu	33
stylus	33
winepot	33
bracelets	32
bustle	32
cann	32
cornice	32
doorway	32
dropper	32
griffin	32
gusoku	32
hachi	32
icon	32
jingasa	32
joined	32
kot‰ì	32
lily	32
lotiform	32
pepper	32
photocollage	32
pit	32
potpourri	32
psykter	32
revolver	32
rope	32
shorts	32
signet	32
snuffers	32
sprinkler	32
triple	32
ancestor	31
artemis	31
bibilia	31
blanket	31
bolt	31
bookcase	31
brazier	31
charm	31
chemisette	31
claret	31
crinoline	31
dolman	31
draped	31
drapery	31
false	31
ferret	31
grotesque	31
imsety	31
mouth	31
network	31
offerings	31
secretary	31
shadow	31
shallow	31
ski	31
sling	31
slit	31
taperstick	31
thread	31
trimming	31
trombone	31
washer	31
woven	31
aquamanile	30
bearer	30
biface	30
bilingual	30
choir	30
custard	30
dancing	30
dragon	30
greave	30
greaves	30
hapy	30
instrument	30
knot	30
lip	30
min	30
neckpiece	30
nephthys	30
obi	30
pointed	30
presentation	30
roof	30
shank	30
slide	30
sons	30
strips	30
throne	30
userhat	30
valve	30
wand	30
weave	30
adhesive	29
boxes	29
brackets	29
brayette	29
bris„	29
clips	29
crozier	29
cupboard	29
demotic	29
discs	29
djehuty	29
fireback	29
haunch	29
lithograph	29
missing	29
necked	29
pax	29
pick	29
predella	29
prince	29
psamtik	29
recorder	29
sebekhotep	29
title	29
vinaigrette	29
waist	29
was	29
waste	29
wearing	29
applique	28
athena	28
axehead	28
carpenter	28
ceramic	28
chapel	28
chute	28
cornflowers	28
coupe	28
dh„†l	28
die	28
fountain	28
hours	28
implement	28
kero	28
khonsu	28
lands	28
mother	28
mouthpiece	28
overblouse	28
persea	28
phoenician	28
possibly	28
prism	28
ribs	28
saxhorn	28
scenes	28
spirit	28
steward	28
summer	28
taster	28
tell	28
thrower	28
tiger	28
tutankhamun	28
wheel	28
wreaths	28
ballock	27
bells	27
breeches	27
burial	27
cabasset	27
chasse	27
demitasse	27
dionysos	27
duamutef	27
fixture	27
headscarf	27
jewel	27
liqueur	27
lute	27
mandolin	27
outside	27
overcoat	27
pauldron	27
pillbox	27
plant	27
polished	27
probably	27
rerebrace	27
reticule	27
room	27
scissors	27
sconces	27
shells	27
sovereign	27
symbol	27
tail	27
trencher	27
uraei	27
vulture	27
actor	26
amore	26
antelope	26
bottles	26
bronze	26
counter	26
dalmatic	26
dinos	26
dwarf	26
five	26
flowers	26
fuchi	26
gradual	26
grain	26
initiation	26
leather	26
lug	26
medusa	26
miser	26
nebamun	26
nude	26
old	26
palm	26
palmette	26
pinax	26
pomegranate	26
pressed	26
reinforcing	26
shabaqo	26
tambourine	26
whetstone	26
ambrotype	25
amygdaloid	25
armpit	25
ascot	25
bat	25
boar	25
bootees	25
calendar	25
chessboard	25
cordial	25
denarius	25
drawstring	25
duster	25
ends	25
haniwa	25
inner	25
jamb	25
knives	25
lord	25
loutrophoros	25
malqata	25
molding	25
mounts	25
musician	25
nolan	25
oracle	25
pellet	25
petals	25
pyx	25
rosary	25
shaker	25
shamshir	25
spice	25
tilt	25
trappings	25
unmounted	25
ape	24
bar	24
barque	24
carrying	24
cartonnage	24
casting	24
chairs	24
fencing	24
floor	24
informal	24
intef	24
lions	24
lugs	24
moccasins	24
pleating	24
ray	24
rings	24
rock	24
stopped	24
trinket	24
tubular	24
used	24
whip	24
yari	24
young	24
228	23
administrative	23
andirons	23
announcement	23
bascinet	23
bee	23
bellows	23
bucket	23
certificate	23
clapper	23
date	23
drill	23
garland	23
globular	23
huy	23
indented	23
kashira	23
lebes	23
libation	23
lining	23
lithographs	23
marks	23
mentuhotep	23
mitten	23
piccolo	23
roll	23
sandal	23
spouted	23
stitch	23
tawosret	23
throw	23
titles	23
trefoil	23
trunks	23
tufted	23
vestment	23
wadjet	23
aureus	22
bassoon	22
bottom	22
buffe	22
busk	22
cartes	22
cheekpiece	22
cloisonn„	22
deben	22
dining	22
fishtail	22
grinding	22
hare	22
holy	22
imhotep	22
iron	22
locket	22
mittens	22
mosque	22
multiple	22
neferkhawet	22
nefertum	22
pata	22
pillowcase	22
poke	22
polishing	22
probe	22
prophet	22
qebehsenuef	22
saucers	22
shirtwaist	22
skull	22
slab	22
snaphaunce	22
solar	22
stock	22
tetradrachm	22
tip	22
tongue	22
tusk	22
visor	22
wing	22
aegis	21
amenemopet	21
amenmesu	21
amuletic	21
archcitecture	21
armchairs	21
baptismal	21
beater	21
blind	21
bolero	21
captive	21
cistern	21
coffret	21
crystal	21
exposure	21
eyes	21
fauchard	21
fender	21
field	21
funnel	21
garniture	21
hermes	21
hieroglyphic	21
horns	21
incised	21
jabot	21
javelin	21
jousting	21
kedet	21
loaf	21
longcase	21
marriage	21
metal	21
mortuary	21
neith	21
owl	21
princess	21
protome	21
psalter	21
rough	21
segment	21
sitar	21
sunbonnet	21
tabernacle	21
triangular	21
upright	21
amphorae	20
apis	20
archiecture	20
arms	20
banjo	20
bearded	20
bikini	20
bowls	20
bowstring	20
cinquedea	20
cuisse	20
device	20
dha	20
electric	20
fiddle	20
gas	20
gift	20
glaive	20
grand	20
hoop	20
interior	20
lame	20
luncheon	20
masquerade	20
nebwenenef	20
nfr	20
notebook	20
printed	20
repeating	20
slung	20
socket	20
soprano	20
spherical	20
stater	20
stickpin	20
stomacher	20
supports	20
tablecover	20
tally	20
teaspoon	20
tooth	20
tuxedo	20
underpants	20
undershirt	20
viol	20
wab	20
whiskey	20
„âcuelle	19
aakheperkare	19
amasis	19
beret	19
boater	19
bodysuit	19
boudoir	19
bud	19
carafe	19
corpus	19
cymbal	19
daoist	19
daughter	19
detailed	19
donkey	19
easy	19
fedora	19
fine	19
foreigner	19
gallipot	19
garnet	19
guttus	19
harpsichord	19
hip	19
jew	19
khanjar	19
kogai	19
lampstand	19
maniple	19
mannequin	19
names	19
nesenaset	19
new	19
obelisk	19
paint	19
paten	19
pelog	19
poleyns	19
preserved	19
retouched	19
rippenschale	19
schnapps	19
scholar	19
skein	19
slendro	19
sokar	19
spats	19
traveling	19
turtle	19
tweezer	19
vestee	19
wavy	19
whistling	19
wrist	19
yatagan	19
217	18
anglaise	18
apollo	18
arch	18
bak	18
bib	18
bible	18
bugle	18
calash	18
carnelian	18
cartridge	18
center	18
centerpiece	18
core	18
cuisses	18
djedmutesankh	18
dulcimer	18
finials	18
gamikos	18
goose	18
grill	18
headless	18
henhenet	18
ipuy	18
kaetta	18
latch	18
lighting	18
lined	18
linstock	18
long	18
magazine	18
motto	18
neferure	18
nubian	18
outer	18
pataikos	18
period	18
piha	18
preparatory	18
puyemre	18
sÂçmen	18
shawm	18
sheshonq	18
six	18
snood	18
solid	18
spin	18
stamped	18
sunglasses	18
suspension	18
thaler	18
tondo	18
trees	18
trial	18
vanity	18
vertical	18
visiting	18
wadj	18
bath	17
birth	17
boats	17
bratina	17
breast	17
claw	17
coatdress	17
cobras	17
cowrie	17
dolphin	17
dove	17
eared	17
elephant	17
engageantes	17
escutcheons	17
fresco	17
gaiters	17
harmonica	17
hes	17
horses	17
inkstone	17
insignia	17
jeton	17
linga	17
lounging	17
mistress	17
negro	17
ngonge	17
painedjem	17
patch	17
poleyn	17
prayer	17
rennefer	17
ruiu	17
serpent	17
sideboard	17
silenos	17
sinker	17
sod‰ì	17
tent	17
terminals	17
tournament	17
tricorne	17
twelve	17
waster	17
woodcut	17
balustrade	16
bands	16
barometer	16
bound	16
breadth	16
bucranium	16
burnus	16
cista	16
crouching	16
curtains	16
dipper	16
disks	16
divine	16
djeserkare	16
ducks	16
edged	16
english	16
ferrule	16
folios	16
forks	16
granulation	16
ground	16
guisarme	16
handed	16
hapiankhtifi	16
image	16
item	16
jars	16
jeans	16
kalathos	16
kard	16
kura	16
leggings	16
men	16
neb	16
ostrich	16
paintings	16
photogravure	16
plants	16
portions	16
prenomen	16
promenade	16
ptolemy	16
rain	16
receptacle	16
runner	16
saw	16
sherds	16
shot	16
singer	16
spencer	16
squatting	16
sunk	16
surcoat	16
swag	16
tachi	16
targe	16
teakettle	16
tetiky	16
thymiaterion	16
torc	16
unidentified	16
united	16
vegetable	16
wallet	16
weavers	16
whisk	16
wood	16
181	15
additional	15
anthropoid	15
antlers	15
arrowheads	15
bamboo	15
basta	15
beadwork	15
bedstead	15
beer	15
bevor	15
blown	15
camel	15
cantle	15
chief	15
cigarette	15
cinerary	15
cittern	15
copy	15
corinthian	15
cradle	15
crinet	15
crupper	15
dado	15
derby	15
doily	15
doors	15
duct	15
egyptian	15
embroidery	15
epithet	15
eyelet	15
fancy	15
fired	15
fireplace	15
fishing	15
foreigners	15
garters	15
girandole	15
glasses	15
grater	15
hata	15
hemmed	15
hoe	15
hoof	15
hooks	15
ichneumon	15
ipuky	15
jardiniere	15
knickerbockers	15
lectern	15
litter	15
lorgnette	15
maillot	15
medjayu	15
missal	15
necklet	15
niche	15
oinochoai	15
pamphlet	15
panpipes	15
pelisse	15
photobooth	15
pinafore	15
pitchpipe	15
pomade	15
positive	15
pyramid	15
quart	15
sacred	15
seditionaries	15
sestertius	15
sifter	15
sockets	15
spearpoint	15
stands	15
stringed	15
swords	15
tiered	15
treasure	15
warmer	15
wire	15
women	15
yahudiya	15
zanze	15
366	14
ancus	14
anthropomorph	14
at‰ì	14
attendants	14
bangles	14
baule	14
beatus	14
bolts	14
brandy	14
chimneypiece	14
cincher	14
coil	14
communion	14
counterpoise	14
daybed	14
deer	14
djari	14
document	14
edge	14
edo	14
equipment	14
firescreen	14
flag	14
focolare	14
footstool	14
foul	14
garden	14
gautsoshen	14
granary	14
grate	14
guinea	14
herm	14
implements	14
kabz	14
kendi	14
khaneferre	14
kin	14
labret	14
legs	14
loincloth	14
lounge	14
micrograph	14
minaudi„	14
mut	14
myt	14
nakht	14
ornamental	14
orthia	14
pear	14
peignoir	14
pesh	14
piriform	14
polyptych	14
proof	14
prostrate	14
revetment	14
river	14
roman	14
saltcellars	14
scales	14
scarabs	14
sebeknakhte	14
seed	14
serpentine	14
shaving	14
sided	14
skewer	14
sphere	14
strigil	14
stucco	14
stupa	14
sun‰ì	14
sundress	14
surer	14
swags	14
swivel	14
toby	14
tombstone	14
trench	14
tsii	14
turtleneck	14
violoncello	14
zeus	14
account	13
astragal	13
banquet	13
basketry	13
blunderbuss	13
borders	13
bracer	13
buddhist	13
bulla	13
canister	13
carriage	13
castanets	13
chape	13
clogs	13
compass	13
composed	13
couch	13
crocodiles	13
crowns	13
crucible	13
deep	13
down	13
epaulets	13
falcons	13
flake	13
flatware	13
frames	13
gazelle	13
genii	13
guenbri	13
gym	13
hebrew	13
hippo	13
horizontal	13
jelly	13
jinbaori	13
khnumhotep	13
kilij	13
mangle	13
mantilla	13
marionette	13
masks	13
mass	13
mud	13
muzzle	13
nesikhonsu	13
nesting	13
nun	13
nutmeg	13
obsidian	13
pail	13
peduasar	13
pepi	13
pint	13
ptahmose	13
roller	13
scoop	13
sharp	13
silk	13
silver	13
siren	13
slaughtered	13
sopranino	13
spinet	13
spit	13
striding	13
tab	13
thin	13
tights	13
toggle	13
torque	13
truncation	13
trussed	13
tze	13
vizier	13
wax	13
weaver	13
western	13
182	12
accordion	12
animals	12
antependium	12
archtop	12
bail	12
baldric	12
beach	12
bity	12
blowpipe	12
bookplate	12
broken	12
clappers	12
cycling	12
dates	12
denticualte	12
engraved	12
feathers	12
flail	12
fluted	12
glove	12
grisaille	12
halo	12
hatnefer	12
helm	12
heqanakht	12
honey	12
hor	12
horseman	12
hunt	12
idiophone	12
ivory	12
leopard	12
livery	12
loose	12
medium	12
money	12
monstrance	12
montu	12
motif	12
needles	12
neferhotep	12
negatives	12
nursing	12
ophicleide	12
overvest	12
ovoid	12
pall	12
pantalets	12
pedal	12
pembroke	12
pig	12
pigment	12
pike	12
pill	12
plug	12
polisher	12
postcards	12
pouches	12
puppet	12
quoit	12
reclining	12
repeater	12
rice	12
rider	12
sea	12
sewing	12
shelf	12
sweret	12
tablespoon	12
tassets	12
tit	12
toddy	12
torn	12
trousering	12
untranslated	12
voussoir	12
weighing	12
windowpane	12
162	11
226	11
42a	11
acacia	11
ahhotep	11
aina	11
alcove	11
ate	11
augustus	11
barber	11
barbute	11
baritone	11
barreled	11
bear	11
bifolium	11
birthday	11
bob	11
bouquet	11
bovine	11
branch	11
butt	11
calligraphy	11
can	11
cardigan	11
cart	11
carved	11
century	11
char	11
conch	11
condiment	11
control	11
corselet	11
couple	11
crutch	11
cylinders	11
dancer	11
debens	11
detail	11
discoid	11
djedkhonsuefankh	11
embalmer	11
empress	11
filigree	11
fist	11
franc	11
grape	11
greek	11
grille	11
his	11
katabira	11
ken	11
khnum	11
kilt	11
lacquer	11
lever	11
little	11
locks	11
lunette	11
macehead	11
match	11
modern	11
monteith	11
nbw	11
nesut	11
nightcap	11
nike	11
octagonal	11
onuris	11
opening	11
osiride	11
over	11
pakherenkhonsu	11
pattens	11
patterns	11
pearl	11
pedestals	11
pierced	11
press	11
procession	11
processional	11
pullover	11
qin	11
rdi	11
rebab	11
rocking	11
rolls	11
rondel	11
sabaton	11
sard	11
sceptre	11
screwdriver	11
sieve	11
siphon	11
spacers	11
spheroid	11
stiletto	11
swinging	11
tabor	11
thumb	11
toast	11
torch	11
tree	11
tympanum	11
uchiwa	11
ukhhotep	11
underdress	11
vamplate	11
vina	11
virginal	11
winder	11
alarm	10
amarna	10
ameny	10
argand	10
armored	10
armorer	10
attendant	10
automaton	10
backgammon	10
baki	10
balalaika	10
balusters	10
barong	10
bathrobe	10
beam	10
bearers	10
beef	10
beni	10
bishop	10
boomerang	10
burse	10
camera	10
carrousel	10
chains	10
chin	10
coarse	10
complex	10
contrabass	10
cooking	10
cornemuse	10
